Cuisine,NumberOfReviews,Rating,RestaurantId
italian,238,3.5,YE4pvo8ectzEaRYGqUgFcA
italian,82,3.5,ycsULlWDvuj-jop3VESy4Q
italian,135,4.0,vjj3MMPkULJUCv8xf3XRiA
italian,416,3.5,nw85LVh6H3JIiw3ugvhAmw
italian,331,4.0,jku9Fg8JsUbv_LQzg6PK4g
italian,363,4.0,gL4V5DN3yH45hbXqvy8-9g
italian,246,3.5,VUcrIqM40HWWb2sxAS9mLA
italian,226,4.5,qIOdughNii7-OW88IFtPQw
italian,259,4.0,_WttOSi2_ggdvUI6GvaqTg
italian,702,3.0,FCl5446Rovk1HRHoXpojdg
italian,331,4.5,ejuFKvSfGl0JMZO9yzSXNw
italian,221,4.0,TZto7AjdA337XIw66AOpUw
italian,99,4.5,LyFVS_a089B96WTEGLNpeA
italian,141,4.0,R86cJxXMiXRyqzlF24esgg
italian,208,3.5,mwvukHjc7Trs5fRbZ4-TsA
italian,117,4.0,WwyOYh84Ea0HNaQGgA6d4w
italian,8,3.5,ogF1cDce6fkzU7aFsKD0ew
italian,188,3.5,M7bo7h-S4HqJfIYYghtXOQ
italian,130,3.5,Tias1_QRB5L-gzoSNNhOMA
italian,149,3.5,0LpWRWQx8Agm-mZtsOQ5gg
italian,575,3.5,dMrF98GlFYIPKYY5NVZHbw
italian,16,4.5,P6mNpH4eBPA-42Z0PFEqtQ
italian,240,2.0,Gzwpeu4rw8T-XDYCllegxQ
italian,137,3.5,dWc0ijADaD6ZdclJ5LqQdg
italian,156,3.5,XlhWNQRGoWyybfXpGBgE3Q
italian,77,3.5,ugj4h67GK9hcvKgEIy5Tew
italian,65,4.0,9W_dg9fvb-z8DBye2jfGiQ
italian,279,4.0,yT9z4u2p259TvziLijowoA
italian,69,4.0,8tcpvFS5jngoszrHThgfkQ
italian,81,3.5,QkchiQerGaNJYMiKQhKMXw
italian,591,3.5,fL-JDsQ2I_MT7SpwfyHRFg
italian,324,3.5,J0c8ZtHPf08TMVeojPkNkQ
italian,64,4.0,_xfW9vSlsqySASBWeUeFpQ
italian,25,3.0,BDBT0f8uV6M3dq1zWOau8Q
italian,336,3.5,kaKoMxfQ17N3IjCNmcjunw
italian,296,3.5,8SI7b70Bqcw8n_kvBXMUag
italian,565,3.5,M4pCWzdBCkp2g_d834a7Hw
italian,50,4.0,o1DJJkCqfKRMojvnJyh_JA
italian,248,3.5,xxgcU_oFIox_pAmroo9WwA
italian,169,3.0,fvclnHRzgEdD9sO-HoRdAQ
italian,336,4.0,Fu7J2Fwoj_S6Jpg9dULzKg
italian,184,4.0,QgEre4IFSHxbUvHMe8S12g
italian,7,4.5,Zoa_uv-VRNfI3AL0b6xZcQ
italian,188,4.0,z4CzSOnngC2RaTEC_BgUWA
italian,200,2.0,9pVn9v3ETBV2RGX07FBENw
italian,205,4.0,HpjArOwDD0ddcD2cvCDp6Q
italian,109,3.0,-UcF6qcgG6a36tcYDCcWGw
italian,167,3.5,megxpLA5KciBJbW-jNm2RQ
italian,63,3.5,uPXehVdHJ_aM1V17iNfSSg
italian,393,3.5,Mi_Sanw4buXOutZrMxy4Fg
italian,207,4.5,MeQU-nGaQvX12VXYOyzavQ
italian,88,4.0,cpN0ixPR2l3QFA8Uf1BhCQ
italian,118,4.0,db2QLlK-0xL7Vq0jG-CcJQ
italian,23,4.5,COVGkASgKQ5aqIGn9evmgA
italian,50,4.0,fBDnGXpDXFAgpZDB0XDSvQ
italian,75,3.5,pTWFuMYed409y99N0zY05Q
italian,361,3.5,MT_a_Tg3ENdxqZFQyJocgQ
italian,162,3.5,V7z1ZkTOtV-dNOKhZsAlMw
italian,71,4.0,y5b85IZGLxNdksDBFm1GBw
italian,983,4.0,eVk4F9ixl89zyUHJ1G2Aiw
italian,106,3.5,uboO7T3XSnl8iq0uQWhMXA
italian,311,3.5,W9wDa_EB0h2p5JG6P6lyZw
italian,303,2.5,EkueKakBOazLteBREvD_qA
italian,140,4.0,-58--bg-KKUNArp18U4llA
italian,213,3.5,msLQTFzfsHUUr8UdLnQDTA
italian,995,3.5,ONEe1U1fNGT80jAEE0sCrg
italian,24,4.0,rrDymUQnu95UnZtTeeHfnA
italian,319,3.5,jHsPKz_EQrWHe6Yl3vEERQ
italian,7,4.0,d-5S-QRAB-jqsKBU4tqbsw
italian,163,4.0,RiN-EOiQLXlJszhe6HJdZA
italian,190,4.0,UpnHg_984LLZ28-kBB5MSQ
italian,1776,4.0,VtJd1l64kqUUyWacwK0J2Q
italian,236,4.5,EsHcyOLHaK76bQuU7bwiTw
italian,60,4.0,nVtJOWn3XlL6MSZ-YnU6iA
italian,95,4.0,GVF4kvXupD18afjpLiPLHA
italian,367,3.5,gsL7pm6HbYqKH-gx-FjxlQ
italian,120,4.0,aPmTYRZ6mYgpvpNpmI_Wdg
italian,377,3.5,JSexQM-wn8HvWmfxu_m5ZA
italian,319,3.0,d7LM2UaxRQachlWhZGP_tg
italian,252,4.0,Lw58gDv9ipwtOcg2EIJp3w
italian,220,3.5,yREKlCvSuaxcRSVRsCIDUQ
italian,233,4.0,YLVvBYOumnR9ewrrqQbcxA
italian,208,4.0,LlGgNYGumpEcsrHbnFP0cw
italian,163,3.5,17OE3Vgm-QN98Ro0AS-A3g
italian,273,3.5,OWAfPuMnSqn7Ru1_RNH8fw
italian,19,4.5,UrJkrJ5HsVGyLE2dogiUCA
italian,70,3.5,Rp-1kZ68rHia43PrOd3EEQ
italian,117,4.5,DggtruZBhxyShnjLcVfmmw
italian,167,4.0,VWErTDzcg23iiohqyc1AQQ
italian,665,3.5,VF3wSCRC3mE6JpBQPQXELA
italian,217,3.5,J0SZjwe0Rc-H6mzl0oByxQ
italian,182,3.5,DKLbMLQHvggfIKw2jj6rnA
italian,577,3.5,6aVgixwks8EgirE1JtyDAQ
italian,281,3.5,syu8oCU9h3X9hfAE_lpADw
italian,228,3.5,XzkmePjJC0ryuqZp5qd12A
italian,21,3.0,QxxAKpozNoKaFXtfRovUkw
italian,428,4.0,g4Pwc2mE1yUYXhqPrm53zA
italian,52,3.5,sNu05k9J8ILFeBzLM7LCIQ
italian,68,3.5,Jgaf3JmVaPokYB3ezbhjCQ
italian,578,3.5,YT5Ywu9y190B4IGIlBetzA
italian,163,3.5,tLYvKy-KTS1iuDx9QWwoRw
italian,230,3.0,sppl_-Hw-UMX5tlTd_0poA
italian,236,3.5,sB8-R8-FYj-kJrSzTlbmgw
italian,74,4.0,elPjOCDb8WmOpaQEI-AAOw
italian,43,4.0,tBRu4b9oGJ4SiLysD4hT_g
italian,197,3.5,lTa_the-LGQxdwKhwfwVyw
italian,145,3.5,XyICIfSun7HWtBEUFux2PQ
italian,292,3.5,BiNtCoIGo00Lua93hOrj3Q
italian,382,4.0,ieoPAi6nbdEkrwv4vGVSwg
italian,380,3.5,2ZbGLUZpaJO8mdxi7UaVMQ
italian,325,3.5,mOoZZa6WIsgihc_TqyQcXw
italian,51,3.5,bmcIFCtXLzkQIgLmDVXs3A
italian,102,3.5,CBsNd6iuSyiSMPw2pOzRHw
italian,158,3.5,VlaFY8ASgOvrzZ3I8sG6Dg
italian,593,3.5,MA1QPFSYddVq_KzEldpcRg
italian,102,4.0,cRUuiiEW7F0uqtgSG-sKCg
italian,40,3.0,jMdziYLNYGDCegkFQ4lTQA
italian,163,3.5,e7jRn5TNlF84k7PuvJ1MOA
italian,144,3.5,pgtgGAAuHMT0KTm3CDPQsA
italian,115,3.5,yXwzpfdsDQqg9k5odYonFw
italian,51,2.5,NrQWdh3TdWzAQxJQQq_xJw
italian,34,3.5,fowyb5DnUydqFodInCQyQQ
italian,134,4.0,AoezuAP-QOH6JZZOmyzJLg
italian,82,3.5,_Klr6rynJ4b_oc7ehRPoZA
italian,269,4.0,-8_vEcBA2Lqd8786S-Ss-g
italian,230,3.0,pwzLpR9ys1NkE3ppjT88MQ
italian,191,3.5,BpdlX1j1-FbOC1dWIrZv4w
italian,159,3.5,RlZ2yMb3gHs5Vmze9OEh_Q
italian,146,3.5,XO43OJWeAOS0Z-hqzhKgvQ
italian,69,4.0,rlfy0pXZvvkDe7OWsM_tnw
italian,19,4.0,noi4EYAFaINdGBdDLYNPvQ
italian,32,4.0,QaKCzEE7A8q6HMp2IfkAWg
italian,446,4.0,U8Ljrx-w5otdMZNFhw5piw
italian,346,3.5,3O8IdtlrHNBzxEnPGD1ONw
italian,486,4.0,GqTgQEqwf3k5JyE7DHDhjw
italian,238,4.5,Q-yTbpW4vrq80oRW40W_Pg
italian,315,4.0,WmK7GXwOnLSTRN1ocyUThg
italian,33,3.5,n99_L-hi17HVzYyBlNmKCQ
italian,179,4.0,w7vYoiRdKyF3QJfNlAc0sg
italian,296,3.0,7dhXkHB_Eg1UJ7Yf9wQCjQ
italian,81,4.0,Vm6_cXz8hbvZhot0m1aaRg
italian,210,3.5,wq43ljNSuSMG81qKHE7YpQ
italian,375,3.5,Bh1JBgQWZl9zct46uw_FzQ
italian,193,4.0,_V7YsDQ4Lb41rqfkuPzm1w
italian,147,4.0,FPn0Akg3fEwdoUuSQK9Q4Q
italian,58,4.0,wOq-Jt26jnFf_rhF4r5D6w
italian,160,3.5,Hm08ax_3XYLp_1XUXlAOmQ
italian,407,3.5,2FP0l2DLhhXKFB6WIRsHhg
italian,104,4.0,CygcAgexrpJGY8iWp7QqnA
italian,28,3.5,gARo8FDYwb8IXRSI25BWIQ
italian,31,3.5,3LNdlijyfwmKyf_KD1MAZg
italian,128,3.0,uy9JPyjgthV64RCJN-EyAw
italian,618,3.5,6_QdpGBllowmf94fqZr68Q
italian,10,4.5,Gcgk6wz6itQ3D8P1Yf_5zA
italian,1,5.0,LWKP6KiGzmjDZMPYUzE9yg
italian,211,4.0,CmYpP-qt1YFDBrBjdPL97A
italian,124,4.0,3Sm7_Nhnj12r5RhianvrbQ
italian,336,3.5,hVqZ4vihjL1gFTD-KdX-Tw
italian,274,3.5,76y4aMBY0lT6zfJLy2EH-Q
italian,155,4.0,25npnVAlhRjguunYS8zy8w
italian,366,4.0,WE_dce2JKcv-VoFNaqiJ4w
italian,102,4.5,_eImQkZt0MlQ0jLZH2LrTQ
italian,269,3.5,cbhdOSn-nezgnH3lxPJM_g
italian,430,3.0,BP0Uujyof1WKGkLuPbTLKQ
italian,363,4.0,WNOUPEZ6J8SZVSaK6Q3e-A
italian,224,3.5,K9kL1ice5jlkPXcNyTus3Q
italian,159,4.0,ft2OPgLsquG9d7XrBLULng
italian,72,3.5,yA6X0jOWMJW0FRewgyUy9Q
italian,199,3.5,3FCxi2imtP_wMgsgsqIQOw
italian,248,3.5,LJwkhP2vjRKKjyuRY1ql4Q
italian,249,3.5,MDKKkw4fwL9ca3j-p0grvA
italian,81,3.5,u74abDRXzo1vVhM-m5To5g
italian,3,4.5,fIY1Nxn5AOlKTY5chy54nA
italian,391,3.5,-yvRcO3ab1KRHtXtGA2IMg
italian,16,4.0,aQvcfJ7p_oDEXUZOnUcYCg
italian,148,3.0,RMKKsZYt4Xsyq3nRGFPqdA
italian,58,4.5,75s8ErSnvhVTFx1Z4PRGqw
italian,129,3.5,LYkx0_gmy-RrJQBPYzulNg
italian,167,4.0,InmlNc9iVwzXBqRIB8T19g
italian,123,3.5,UZyJLP50F9PiytmdQ8LXTw
italian,126,3.5,XcfZqLrXdABSZLViQ34VTw
italian,31,4.5,bZZzJ2IJiL-ZAn6qen0-xA
italian,10,4.5,i6xP3ZfL78PXg2gjsOz-og
italian,81,4.5,3IjBYkdXARUQXUEBeJ9KLg
italian,314,3.5,vFsjObMTImsnM_DzVo4N3g
italian,423,4.0,Y3xDbSHXs6apMA4JLGJZ1Q
italian,378,3.5,gjZpcE-X4zQOEqWQPelLgg
italian,250,4.0,r_QyrpiVTXFva14r0mB_OA
italian,591,3.5,jDIVPYpxQAk1HUAi0NIlQw
italian,415,4.0,mk3UxnO9MQlJMsr_mMG9yQ
italian,155,3.5,So6xT7Hl0HDcPqipvGfZdA
italian,564,4.0,lxPVSGnZ7YTiO5OGrqBS8Q
italian,400,4.0,T_vLaKsuyJPDpsrSZuc7WA
italian,9,4.5,cUJQU0enEjgbQjV8CDRfJQ
italian,217,2.5,tj2hUmq3mPYKs_NnzSu7_g
italian,257,3.5,fmdEiai0e4agyTEqFUWJmw
italian,56,4.0,vCqcAGPFRN0pA7vjjJYwzA
italian,245,3.5,77llOAEwInvK-oC2AHZ4nQ
italian,3,4.0,18kntsoskjewKFy_vQhlpQ
italian,10,4.5,iSSXEqqivON7bAUGvzz7Iw
italian,72,4.0,m4MPLIv-WsGdcB7GReE06Q
italian,586,3.5,I8wk0uwL6R0RhSprSlPvNw
italian,3,3.0,Lb-9eD1g5eFjcYKAdutPWQ
italian,156,3.5,piH-TNcmjLq2NHE4ZtbrBA
italian,60,3.5,nU9lEZpCnR7V_M14xV19NQ
italian,125,4.0,wqXnUldj2H2XMa_frZxcwQ
italian,168,4.0,n7JhermRt4mULT2bS_18kg
italian,146,2.0,peQyNDEBpzmGgppn7wx0Cg
italian,244,3.5,xKZSIBaGkXX7ppIceuhiQQ
italian,72,3.5,EU47dsc_vvByG3qPIMyRog
italian,177,3.5,Hc0p6xWxJthMZIlckFzgZA
italian,158,2.5,KZHeT-AgZnF6iYCVsucClg
italian,354,3.5,KOaeW18qq4C03Dfd06IXPQ
italian,51,4.0,LdWyeeV8DuYINKVTghFwrg
italian,429,3.5,EJOpdpy6QPTtmC7Fn04yHw
italian,48,3.5,cwr8Mq0C2Pt0qUMj5CT8zg
italian,87,4.0,CGah1h1clhuptjHaecu6xw
italian,53,3.5,nBy8KtcUHktPFKw-VClG1A
italian,258,3.5,pL6cM2TPwvXqeGTrg7yN4Q
italian,223,3.5,9HuYLy_4hmQWkbKlKyWagQ
italian,165,3.0,CfFfmyLid2ARJiMIco0YvA
italian,103,4.0,m9vF9JrNMBmwYXci6ERO8Q
italian,179,4.0,JliAIBARXi9uISzNG26DVw
italian,152,4.5,ZgSLZ3ap7GG6qbt_9Plb6g
italian,105,3.0,8g95MG62NvcR1fmMZcBIyA
italian,151,3.5,kR_YpqhY8OxWhM_Ile1QZw
italian,128,3.0,uNC4geWdSHKLIXJFAUyGCg
italian,137,3.5,mYRdxAQaO_o-Fp5NdKskUQ
italian,384,3.5,ZqIFN8MctXVR1Y30Bsohtg
italian,219,3.5,W8-g8yoLUuLq_US8NqnDhQ
italian,165,4.0,Zub6WrbrS_4XMI1mPbyeiw
italian,285,3.5,MyVbXtvst8X7sbR7gUA_ug
italian,24,4.0,1qNI-1pyHBvHIdZqXSvJ7Q
italian,331,3.5,1hZo1zfvLVN687_D7latyg
italian,12,4.5,2Q6-R8l_ecJNPmmHA9iIkA
italian,61,4.0,LQakVBka0axtU8IwOzXyIg
italian,199,3.5,wmT2ZK9Z9srX8UUR5D1q_A
italian,104,4.5,iV5yy8EbjsPoYWtjRhB61Q
italian,95,3.5,dsxgbkIKyu7x7JgpAKeZPA
italian,55,4.0,eby9pE6FzmwjoYRVzDpzew
italian,147,3.5,nhphKYpLl-pgRrEgZ1Kl2g
italian,1,4.0,xzeBLxzdBgHR-wOHoWd0JA
italian,156,4.0,XWNamjD2mSpk56B6z1HT9w
italian,289,3.5,jtG2vc_qkBOwcaxFBYfYZA
italian,94,3.5,OmB4X44Ru8gjD6qgSNlXdg
italian,14,3.5,F-eRrDik2KK0sNjpGiNbAg
italian,244,3.5,CfFjKWynWAFLO9mUTxe4Zg
italian,203,3.5,e9M8VuRrlOaLgVxf-ljt1Q
italian,83,3.5,Pb2HqSO0SP8HymbZM099hg
italian,74,3.0,ZIlCi38S2pcWuHlpMxvG7w
italian,32,3.0,aP2gsHT_aBFpXOD7tvPONg
italian,66,3.5,DJsoVgloRAOrsGM2HQKDoA
italian,24,4.0,OY70rYTi8Qtmb89IWRUOaQ
italian,8,5.0,Ei2EzQRUAqARjGc7OUtMKQ
italian,335,3.0,ufntl2yxDlAzPJ6G73eAcQ
italian,132,3.5,Irw7QQBsndbB2ATXeB4pYA
italian,176,3.5,WBXiKTyBBE5GUN_c2VD5bA
italian,292,4.0,NBeQAgTo9hlJxgp9xbMO-w
italian,62,4.0,OHgGIQm3TLyBCi2oxgRYWg
italian,95,3.5,Gun7lX-5SYRWzJsNsu-U6g
italian,107,3.5,i5cdbiw1KRyg4w0X44ZBwA
italian,175,4.0,I0i9YzRBQn6MKIUFIHpeBQ
italian,222,3.5,0frCoaUJ_XWiz1BXiHBcwg
italian,148,3.5,klVfGJTnunYSSGuTv0XA-Q
italian,396,4.0,Hv_jHNuw63oO-jtNXuWDVQ
italian,45,4.5,T4G8DbZnX8aZ4lwY62gE7g
italian,182,3.5,O6RBNHBleB0mCb2dAanxCw
italian,263,4.0,aUaTY2nqM7FrYvShh14L1w
italian,49,4.5,qx0CdTCbAM7Dzas1naOaeA
italian,6,5.0,EBLnoiBasjn_56UfTCnNsQ
italian,113,3.5,GSZvuUdsCPisoNbttCqEvw
italian,47,4.0,XVWogwA8XncHqRY4JVN9eQ
italian,364,3.5,lXzK0i9VnocLzPFwmEQ8Aw
italian,56,4.0,oEjWa3AETzPQfM3S1wRiLA
italian,85,4.0,PccEsrdFfkB3UsVndMspLQ
italian,1,5.0,abZ4u8fEVeqtlxQNFhjyIg
italian,39,4.5,ppUU-p6yH6IMa7d_UrYkaQ
italian,27,3.5,h2HPWsBX3ABNvLHbP3KzqA
italian,27,3.5,uE5Sfh0p_E8FeJKgBt9iUA
italian,221,4.0,UjzSeETESWzramhdOdWKKQ
italian,90,3.5,SJwnDYp53mHEbeZK2nXnbg
italian,52,3.5,LQcacQ7YYlPK2dMWWoy48Q
italian,149,4.0,H5d3Lgkk8onZ6tq0mUyvig
italian,154,4.0,V0zC3awsklyxC0GFzmaTLg
italian,225,3.5,jryzOo2UaHOeZqQkkezENA
italian,14,3.5,njVlqTOaQUEjDRJV_KRcjA
italian,233,3.5,UtyDjJSV2TYifsPhlHn_7Q
italian,54,4.0,vAMKgIUWCrYxjfhceCCNAQ
italian,24,3.5,aZONncGgZrLtISLq7ili7g
italian,121,3.5,t2PfNlD-FjIaWskHDIizwQ
italian,199,3.5,0sR9gXJYvnSuEUaqiEmvRg
italian,122,4.0,iKv8UHV5jTqf4QGdwCmQ-w
italian,178,4.0,01SkXAbqL1b465WSGtg3VQ
italian,99,4.0,0xS2Jj-RZuFQKgxEWuVxzA
italian,159,3.0,z5-TEI72RVwwtWG4CEggLw
italian,20,4.5,iT4INdhYuFBHZ8mvbVi1xQ
italian,852,3.0,5xeTONqSB8hIXdPkhQQW7g
italian,72,4.0,-WEs8Trhq6nZPMyTzrAn9Q
italian,220,3.0,nvisU3jrXgA7xL5nEt3iXA
italian,129,4.0,snjLnv4jLhP9BZrKlQ3uNQ
italian,435,4.5,OTpQbSQNGiGudqJKJASmpw
italian,123,3.5,LabSxRGo6IsFIiPKNLGKBw
italian,22,4.0,3koQihtL0aIYzjJweMLDnw
italian,33,3.5,y711WFkVb70bTD0aO0xG5Q
italian,241,3.5,IUMTe7g19htqG7MXrsP5NQ
italian,454,4.0,z0ISq18mrnq9y3AupMn7MA
italian,29,3.0,2F-7XCoPS1mbdy9ioqWuqw
italian,244,3.5,wnXdgkWYN0p4SEl_AdMzLA
italian,20,4.0,8jbR4ddFKKBY3ZOZRP7M-w
italian,130,3.5,tZVN5tsprJpUOF953jcg1w
italian,181,3.0,h_sq1vPUFjBs2nHb62slDg
italian,497,3.0,8TEx2Za-zM_pP5MU1t8HxQ
italian,71,4.0,BVg-2qLuc1owrEE1oQjXRA
italian,59,3.5,sdCfPc817qZPfKTmlYSGTQ
italian,174,3.5,mwDGX4OH3smoducpde2Elw
italian,146,3.5,L0hPFGt-sD_QVmhr01SSEQ
italian,208,4.0,J9r0qorwR0tKOhrCcl1VGQ
italian,1,4.0,MZK5cpG1WWFV5a0663UUgA
italian,154,4.5,vYLP5X5b7w9hskxeRkk9eA
italian,311,3.0,hFeGYPt9M5dd_KXG9a_ePQ
italian,7,3.0,RtqDRTkNRUmkIhe_MmosBQ
italian,181,3.5,q4PeH_gD5Lz5G6IxZz4zzg
italian,28,4.0,6C5Mrj3f-6nSnFEJoy84GA
italian,105,3.5,MfOl9uzuQj8Wl2g8NRYl0w
italian,200,3.5,G-op2xLJqocfg1AwJNge8Q
italian,1,4.0,26BmJf4fIKVJL_3lYYgOZw
italian,207,3.5,qoVVQZpwXPxX_wL5qKzy0g
italian,118,3.5,uvQM9dckyv8RZB3hQYrKKw
italian,60,3.5,XxZOE4Cq6ZBWGxZ4AVDNng
italian,113,4.0,gfrkJA7Kh3k8Kyl7aJ0m1Q
italian,191,4.0,rDcXfsees9Yiz47MRRhI9g
italian,197,3.5,4SN0mwVSzVkFTpb_aH8cgg
italian,156,4.0,q8wlm_XUjmSsTdTQKt2qbQ
italian,344,4.0,p-BHJdQ57eM-WlKTP7B44w
italian,217,3.5,J17UnrHP-kDBaaQzhIUWLQ
italian,17,3.5,gyxhAi2kxwf07cfAnksLuQ
italian,32,3.0,4N-M8lplRLSTGveJO6OB2A
italian,162,4.0,aca-2JNOr0_65Idz4dnm1g
italian,30,3.5,4Z6DIdnvdTaXjn26L3-XbQ
italian,196,3.5,AevRIon-_YHQ2FCO-L120w
italian,229,4.0,R3zLNeyNbmPJ09URzXgGfA
italian,134,3.5,sAhSxnsrDuCXJOpoJcJ1fw
italian,136,4.5,XTSScqbNujYlE7c_nHmS1g
italian,52,4.0,ezu7Ai6ADfHDYCklvuipWA
italian,3,3.5,sbIF4E32vNiznX4Cs2lZBw
italian,98,3.5,cRfAN-SRlFuaSd-mp-9iiQ
italian,4,4.0,UZSaj4C3jEPE1mW8TDFI0g
italian,1,5.0,UYL80kyU0WvpJXySIQ6boA
italian,10,4.0,C-vPmRqpFyHq-iUhvi7N9A
italian,215,4.0,lOSLnTElmUVC_vCP0q23TA
italian,120,4.0,oOr6Ta5gZyDl6PyZ1cq7pg
italian,33,4.0,_PuFiGuRqAbc4QKd8LNsBQ
italian,40,3.5,R1vNSSTmLsdVsOAjCFg3jQ
italian,101,4.0,dbCTJp9ENDVIquxBWONzWQ
italian,1,4.0,L7zSGgGAgt4OKb0c_TrYEw
italian,125,3.5,505bv6h3VnN6SekdHCr8Sw
italian,104,3.0,hXIMuwoGoSKnvHdiMDkMnw
italian,182,3.5,gNFZnphlgmtGQOBwf4GPiA
italian,32,3.5,LEvgzmAhw_pGloHv49g41A
italian,282,3.5,6fjcZtaEtrmIas-WNss-eQ
italian,183,3.5,7lrqNMCmnC46t0sL4M5WPg
italian,65,3.5,C3UsLxRyuTM7bTKqs-R1qA
italian,1,5.0,oU8KphUV693RG-QnYIOzlA
italian,91,3.0,C0BDERmHvzTKYA7fghZW-A
italian,1,5.0,7dYie1rBWQVxfcGbYYTYCw
italian,7,3.5,2SCqfZsvDYUyDsv-3d5BBA
italian,99,3.0,Y7-Ko38e6vwoiCfGn1xEJA
italian,82,3.0,l-oj1yA5liiFEEwoi-1ELA
italian,155,3.5,Wg4Mu4YXL_1NSVF9LAH_9w
italian,28,4.5,VHkiswx23peLA9Y8rHMo7Q
italian,28,4.0,doV-s4WRWBo5IowgAQ_zgg
italian,99,3.5,rRZYQWB3QGqsaVkY1nT3SA
italian,18,3.5,SbTzGaRAxAf_W_b30598jQ
italian,79,3.0,1-tTWAxTZq3fpt-Pm1iHjA
italian,58,3.0,fQdl3dsTsHg2t5ZCF6bkqw
italian,194,3.5,7QUfJwuPgiTYa96TUqmzvQ
italian,207,4.0,cS2dquz8jSagXqeVKBwSsg
italian,60,4.5,Q6y8hxohtBjzbnkdyuU1zQ
italian,92,3.5,uQBlitra7XJTFJPXUGWBJw
italian,3,3.5,YUG6tGBJyvdmHMlQ5skYPA
italian,20,3.5,SypOPguylwFB43x2qK2a_Q
italian,29,4.5,plJ4BGHV0UIV4CATZpBtBA
italian,70,3.5,-neJTu9rpYM8-wjwA9WoIA
japanese,3,5.0,-fi63cWx840m2-bYDHWLxA
japanese,89,5.0,Je2MuObgrne2wSKhD5MZ0w
japanese,27,4.0,LRyA5LakzQpv1t6pX-AcGg
japanese,24,5.0,LjAt-SP7BwIpp56TZHVsWA
japanese,927,4.0,RElijPqDOAPTHT3J4n_FEA
japanese,1175,4.0,oTkzgr7hzOAdlP99Auj3GQ
japanese,3078,4.0,TN4RnyqHMSupRFot4Q-_EA
japanese,140,4.5,PBowYD8-vzqbv4yx0TilVg
japanese,23,4.5,R9jTfyPlnfk23gy8VCCVAg
japanese,218,4.0,m1cJLpDN4B-_0hGgPfe5OA
japanese,358,4.5,axqp3pGJXnTLgq2QrPyDyQ
japanese,462,3.5,hvrQQ0YWqgw0__OnofqXag
japanese,13,4.5,VxVcva5YiUrwq2j4eJCFAQ
japanese,991,4.0,ONQRhDuWv0e9R5xOiI7YAA
japanese,1605,4.0,7iY35991NhQ1AShJZCNZgA
japanese,39,4.5,YoR6ouUwehLFnBQ7RAjPlw
japanese,44,4.0,zuD-iB7hV_dnf_JzBk_DCQ
japanese,95,3.5,SEPjcYB9-BUcilZAk7RR9w
japanese,207,4.0,i8F0fnempD5fTb2CxbwKDw
japanese,1134,4.0,J9UA6rzI5WW_cDGjwDnF5g
japanese,16,4.5,uK1U9Ny7p2DsNR_B8w2SkQ
japanese,88,4.5,hdiTkEnD14VpXNl-APTg2g
japanese,492,4.0,xrnk8mgoV7up6fauVmugpw
japanese,2746,4.0,t1w4qyqyfEdTPhoy-5t3FA
japanese,16,4.0,ci457I10hOtr9PpEQ5wpZw
japanese,428,4.0,vec8jeVbbSGzVlStl0Xp_Q
japanese,875,4.0,6qzNc9Z9DHYYleKqrW_K3g
japanese,284,4.0,cOXYWZ_GTX-_ue_kveguRg
japanese,287,4.5,OFfZUS-nu6NDnsWe1B2bUQ
japanese,379,4.0,Fb8vIbK7jc_6cTDJ4tOKTA
japanese,352,4.0,ynIx549QFj29o84y1RSGyw
japanese,1158,4.0,YC-wGlO0oOkEIaCEDZv-ag
japanese,90,4.0,z_yu_Qo1xTLeYPBqBM5igA
japanese,132,4.0,enDIsmxSG2bQccQWgGNcbg
japanese,365,4.0,xFp3xSQ43J-i7nmJfNBsZA
japanese,207,3.5,nnSyjwIkhbJIBMiBtch_BQ
japanese,157,4.5,diz6_4TVSP6EdWEZCZ0Acg
japanese,60,4.5,FXimZKjpMjbDR20M2ruhvg
japanese,293,4.0,alFl7eiu6Go-YxZAdp88Fw
japanese,639,4.5,8fr5FYU1ip0phERt1mrekg
japanese,485,4.0,wQU3LMmOPNzxL-ptOi_F5w
japanese,8,4.5,GBk_i2qnjMtQIt_ntJpzbw
japanese,7,4.5,qNyUkJJjg1Tu6XmhAUU1sA
japanese,223,4.5,pNe8ZCkGTe4cXfKdOF7kYQ
japanese,42,4.5,e-G1yC5u8LOcQ-fx0Lxthw
japanese,1278,4.0,i8ejDDR4COtukAAA1Ls5fw
japanese,1146,4.0,P_UREWCQxEYVbBa-KW_Wew
japanese,26,4.5,Vf38zUk09gMgEzg60BrACA
japanese,126,4.0,HC18oDJ2svQoXIddP-wuyw
japanese,236,4.0,u0qfikB-ppp6UwoNKqxlRw
japanese,53,4.0,XL6EJm_QKNnxeGiSJXXbUg
japanese,81,4.5,L3reOLLPez7lnOhyfCpvkg
japanese,875,3.5,RjeW_l8OF99rn5df5-Rj4g
japanese,57,4.5,gk9TTbVQxBPMRm66xR9l6A
japanese,138,4.0,DNSFvZtdsqkaidmFSpm-Jw
japanese,277,4.5,AjlmpAQV8W4--y0EksO-9g
japanese,239,4.0,ZOpnIsm7ihoO1gq2YmGdzw
japanese,3,3.5,s_DIwes25b1jRx1ZN5BF_Q
japanese,225,4.0,K54qUgd274Fj_LvHCjeSFw
japanese,50,4.0,Icp3dY947JKh6MR0IQlxTQ
